companyName;expectedArrivalHour;expectedArrivalDayOfWeek;probabilityOf60Delay
MEA MIDDLE EAST AIRLINES;0-11;TUESDAY;0.0
BRUSSELS AIRLINES;0-11;TUESDAY;0.0
TURKISH AIRLINES;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
ALITALIA;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
BRITISH AIRWAYS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
KLM ROYAL DUTCH AIRLINES;0-11;TUESDAY;0.0
AIR FRANCE;0-11;TUESDAY;0.0
SWISS;0-11;TUESDAY;0.0
SWISS;0-11;TUESDAY;0.0
IBERIA;0-11;TUESDAY;0.0
SWISS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
AEROFLOT;0-11;TUESDAY;0.0
TAP PORTUGAL;0-11;TUESDAY;0.33333333333333337
AIR FRANCE;12-15;TUESDAY;0.0
LUFTHANSA;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
UKRAINE INTERNATIONAL;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
SWISS;12-15;TUESDAY;0.0
TAP PORTUGAL;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
ICELANDAIR;12-15;TUESDAY;0.33333333333333337
SWISS;12-15;TUESDAY;0.0
EMIRATES;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
LUFTHANSA;12-15;TUESDAY;0.0
QATAR AIRWAYS;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
KLM ROYAL DUTCH AIRLINES;12-15;TUESDAY;0.33333333333333337
EASYJET;12-15;TUESDAY;0.2285714285714286
AIR FRANCE;12-15;TUESDAY;0.0
AIR ALGERIE;12-15;TUESDAY;0.0
EGYPTAIR;12-15;TUESDAY;0.0
SWISS;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
PEGASUS;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
LUFTHANSA;12-15;TUESDAY;0.0
BRITISH AIRWAYS;12-15;TUESDAY;0.25
EASYJET;12-15;TUESDAY;0.2285714285714286
EASYJET;12-15;TUESDAY;0.2285714285714286
SAUDIA;12-15;TUESDAY;0.0
SWISS;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
EASYJET;12-15;TUESDAY;0.2285714285714286
BELAVIA;12-15;TUESDAY;0.0
EASYJET;12-15;TUESDAY;0.2285714285714286
EUROWINGS;12-15;TUESDAY;0.33333333333333337
AER LINGUS;12-15;TUESDAY;0.0
EASYJET;16-19;TUESDAY;0.2307692307692308
AIR FRANCE;16-19;TUESDAY;0.11111111111111112
EASYJET;16-19;TUESDAY;0.2307692307692308
EASYJET;16-19;TUESDAY;0.2307692307692308
EASYJET;16-19;TUESDAY;0.2307692307692308
KLM ROYAL DUTCH AIRLINES;16-19;TUESDAY;0.16666666666666669
BRUSSELS AIRLINES;16-19;TUESDAY;0.0
EASYJET;16-19;TUESDAY;0.2307692307692308
LUXAIR;16-19;TUESDAY;0.0
AUSTRIAN;16-19;TUESDAY;0.0
SWISS;16-19;TUESDAY;0.21739130434782614
SWISS;16-19;TUESDAY;0.21739130434782614
EASYJET;16-19;TUESDAY;0.2307692307692308
EASYJET;16-19;TUESDAY;0.2307692307692308
EASYJET;16-19;TUESDAY;0.2307692307692308
ALITALIA;16-19;TUESDAY;0.0
SWISS;16-19;TUESDAY;0.21739130434782614
AIR FRANCE;16-19;TUESDAY;0.11111111111111112
LUFTHANSA;16-19;TUESDAY;0.15384615384615385
EASYJET;16-19;TUESDAY;0.2307692307692308
TUNISAIR;16-19;TUESDAY;0.0
TURKISH AIRLINES;16-19;TUESDAY;0.0
TAP PORTUGAL;16-19;TUESDAY;0.33333333333333337
SWISS;16-19;TUESDAY;0.21739130434782614
EASYJET;16-19;TUESDAY;0.2307692307692308
VUELING;16-19;TUESDAY;0.33333333333333337
EASYJET;16-19;TUESDAY;0.2307692307692308
IBERIA;16-19;TUESDAY;0.0
BRITISH AIRWAYS;16-19;TUESDAY;0.33333333333333337
EASYJET;16-19;TUESDAY;0.2307692307692308
LUFTHANSA;16-19;TUESDAY;0.15384615384615385
EASYJET;16-19;TUESDAY;0.2307692307692308
BRUSSELS AIRLINES;16-19;TUESDAY;0.0
EASYJET;16-19;TUESDAY;0.2307692307692308
EASYJET;16-19;TUESDAY;0.2307692307692308
SWISS;16-19;TUESDAY;0.21739130434782614
AIR BALTIC;16-19;TUESDAY;0.0
SWISS;16-19;TUESDAY;0.21739130434782614
SWISS;16-19;TUESDAY;0.21739130434782614
EASYJET;16-19;TUESDAY;0.2307692307692308
KLM ROYAL DUTCH AIRLINES;16-19;TUESDAY;0.16666666666666669
LUFTHANSA;16-19;TUESDAY;0.15384615384615385
EASYJET;16-19;TUESDAY;0.2307692307692308
LOT POLISH AIRLINES;16-19;TUESDAY;0.0
EASYJET;16-19;TUESDAY;0.2307692307692308
ADRIA AIRWAYS;16-19;TUESDAY;0.5
AUSTRIAN;16-19;TUESDAY;0.0
TAP PORTUGAL;16-19;TUESDAY;0.33333333333333337
LUFTHANSA;16-19;TUESDAY;0.15384615384615385
SAS SCANDINAVIAN AIRLINES;16-19;TUESDAY;0.0
EASYJET;16-19;TUESDAY;0.2307692307692308
EUROWINGS;16-19;TUESDAY;0.5
AIR FRANCE;16-19;TUESDAY;0.11111111111111112
NORWEGIAN;16-19;TUESDAY;0.33333333333333337
SWISS;16-19;TUESDAY;0.21739130434782614
BRITISH AIRWAYS;20-23;TUESDAY;0.25
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
BRITISH AIRWAYS;20-23;TUESDAY;0.25
BRUSSELS AIRLINES;20-23;TUESDAY;0.33333333333333337
AEROFLOT;20-23;TUESDAY;0.0
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
LUXAIR;20-23;TUESDAY;0.0
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
SWISS;20-23;TUESDAY;0.052631578947368425
SWISS;20-23;TUESDAY;0.052631578947368425
AUSTRIAN;20-23;TUESDAY;0.0
SWISS;20-23;TUESDAY;0.052631578947368425
BRUSSELS AIRLINES;20-23;TUESDAY;0.33333333333333337
AIR FRANCE;20-23;TUESDAY;0.0
SWISS;20-23;TUESDAY;0.052631578947368425
IBERIA;20-23;TUESDAY;0.0
LUFTHANSA;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
KLM ROYAL DUTCH AIRLINES;20-23;TUESDAY;0.0
BRITISH AIRWAYS;20-23;TUESDAY;0.25
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
SWISS;20-23;TUESDAY;0.052631578947368425
EASYJET;20-23;TUESDAY;0.16666666666666669
EASYJET;20-23;TUESDAY;0.16666666666666669
LUFTHANSA;20-23;TUESDAY;0.16666666666666669
SWISS;20-23;TUESDAY;0.052631578947368425
ALITALIA;20-23;TUESDAY;0.0
SWISS;20-23;TUESDAY;0.052631578947368425
QATAR AIRWAYS;0-11;WEDNESDAY;0.0
ETHIOPIAN AIRLINES;0-11;WEDNESDAY;0.0
BRUSSELS AIRLINES;0-11;WEDNESDAY;0.0
UNITED AIRLINES;0-11;WEDNESDAY;0.16666666666666669
ETIHAD AIRWAYS;0-11;WEDNESDAY;0.0
UNITED AIRLINES;0-11;WEDNESDAY;0.16666666666666669
LUXAIR;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
AIR FRANCE;0-11;WEDNESDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
SWISS;0-11;WEDNESDAY;0.0
LUFTHANSA;0-11;WEDNESDAY;0.0
EUROWINGS;0-11;WEDNESDAY;0.0
AUSTRIAN;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
VUELING;0-11;WEDNESDAY;0.0
LUFTHANSA;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
SWISS;0-11;WEDNESDAY;0.0
BRITISH AIRWAYS;0-11;WEDNESDAY;0.11111111111111112
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
SWISS;0-11;WEDNESDAY;0.0
AIR FRANCE;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
LOT POLISH AIRLINES;0-11;WEDNESDAY;0.0
BRITISH AIRWAYS;0-11;WEDNESDAY;0.11111111111111112
LUFTHANSA;0-11;WEDNESDAY;0.0
AIR CANADA;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
SWISS;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
SAS SCANDINAVIAN AIRLINES;0-11;WEDNESDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;WEDNESDAY;0.0
TURKISH AIRLINES;0-11;WEDNESDAY;0.0
BRUSSELS AIRLINES;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
ALITALIA;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
BRITISH AIRWAYS;0-11;WEDNESDAY;0.11111111111111112
EASYJET;0-11;WEDNESDAY;0.05
KLM ROYAL DUTCH AIRLINES;0-11;WEDNESDAY;0.0
AIR FRANCE;0-11;WEDNESDAY;0.0
SWISS;0-11;WEDNESDAY;0.0
SWISS;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
EASYJET;0-11;WEDNESDAY;0.05
SWISS;0-11;WEDNESDAY;0.0
AEROFLOT;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
IBERIA;0-11;WEDNESDAY;0.0
EASYJET;0-11;WEDNESDAY;0.05
TAP PORTUGAL;0-11;WEDNESDAY;0.0
SWISS;12-15;WEDNESDAY;0.0
BRITISH AIRWAYS;12-15;WEDNESDAY;0.16666666666666669
AIR FRANCE;12-15;WEDNESDAY;0.0
SWISS;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
LUFTHANSA;12-15;WEDNESDAY;0.0
UKRAINE INTERNATIONAL;12-15;WEDNESDAY;0.25
EASYJET;12-15;WEDNESDAY;0.0
TAP PORTUGAL;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
ICELANDAIR;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
SWISS;12-15;WEDNESDAY;0.0
EMIRATES;12-15;WEDNESDAY;0.0
LUFTHANSA;12-15;WEDNESDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
AIR FRANCE;12-15;WEDNESDAY;0.0
TURKISH AIRLINES;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
SWISS;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
LUFTHANSA;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
BRITISH AIRWAYS;12-15;WEDNESDAY;0.16666666666666669
SAUDIA;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
EASYJET;12-15;WEDNESDAY;0.0
AEGEAN AIRLINES;12-15;WEDNESDAY;0.0
EUROWINGS;12-15;WEDNESDAY;0.0
ROYAL AIR MAROC;12-15;WEDNESDAY;0.0
AER LINGUS;12-15;WEDNESDAY;0.0
ROYAL JORDANIAN;16-19;WEDNESDAY;0.0
LUFTHANSA;16-19;WEDNESDAY;0.16666666666666669
EASYJET;16-19;WEDNESDAY;0.09259259259259262
AIR FRANCE;16-19;WEDNESDAY;0.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
EASYJET;16-19;WEDNESDAY;0.09259259259259262
EASYJET;16-19;WEDNESDAY;0.09259259259259262
KLM ROYAL DUTCH AIRLINES;16-19;WEDNESDAY;0.16666666666666669
BRUSSELS AIRLINES;16-19;WEDNESDAY;0.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
BRITISH AIRWAYS;16-19;WEDNESDAY;0.0
LUXAIR;16-19;WEDNESDAY;0.0
AUSTRIAN;16-19;WEDNESDAY;0.16666666666666669
SWISS;16-19;WEDNESDAY;0.18181818181818185
SWISS;16-19;WEDNESDAY;0.18181818181818185
EASYJET;16-19;WEDNESDAY;0.09259259259259262
EASYJET;16-19;WEDNESDAY;0.09259259259259262
EASYJET;16-19;WEDNESDAY;0.09259259259259262
ALITALIA;16-19;WEDNESDAY;0.33333333333333337
AIR FRANCE;16-19;WEDNESDAY;0.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
TURKISH AIRLINES;16-19;WEDNESDAY;0.0
TAP PORTUGAL;16-19;WEDNESDAY;0.33333333333333337
VUELING;16-19;WEDNESDAY;1.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
SWISS;16-19;WEDNESDAY;0.18181818181818185
EASYJET;16-19;WEDNESDAY;0.09259259259259262
IBERIA;16-19;WEDNESDAY;0.0
BRITISH AIRWAYS;16-19;WEDNESDAY;0.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
LUFTHANSA;16-19;WEDNESDAY;0.16666666666666669
FINNAIR;16-19;WEDNESDAY;0.0
BRUSSELS AIRLINES;16-19;WEDNESDAY;0.0
EASYJET;16-19;WEDNESDAY;0.09259259259259262
EASYJET;16-19;WEDNESDAY;0.09259259259259262
SWISS;16-19;WEDNESDAY;0.18181818181818185
SWISS;16-19;WEDNESDAY;0.18181818181818185
SWISS;16-19;WEDNESDAY;0.18181818181818185
EASYJET;16-19;WEDNESDAY;0.09259259259259262
KLM ROYAL DUTCH AIRLINES;16-19;WEDNESDAY;0.16666666666666669
SWISS;16-19;WEDNESDAY;0.18181818181818185
LUFTHANSA;16-19;WEDNESDAY;0.16666666666666669
EASYJET;16-19;WEDNESDAY;0.09259259259259262
LOT POLISH AIRLINES;16-19;WEDNESDAY;0.33333333333333337
EASYJET;16-19;WEDNESDAY;0.09259259259259262
TUNISAIR;16-19;WEDNESDAY;0.0
AUSTRIAN;16-19;WEDNESDAY;0.16666666666666669
LUFTHANSA;16-19;WEDNESDAY;0.16666666666666669
EASYJET;16-19;WEDNESDAY;0.09259259259259262
SAS SCANDINAVIAN AIRLINES;16-19;WEDNESDAY;0.33333333333333337
AIR FRANCE;16-19;WEDNESDAY;0.0
EUROWINGS;16-19;WEDNESDAY;0.33333333333333337
SWISS;16-19;WEDNESDAY;0.18181818181818185
EASYJET;20-23;WEDNESDAY;0.16176470588235298
BRITISH AIRWAYS;20-23;WEDNESDAY;0.125
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
BRUSSELS AIRLINES;20-23;WEDNESDAY;0.2
AEROFLOT;20-23;WEDNESDAY;0.0
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
LUXAIR;20-23;WEDNESDAY;0.0
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
SWISS;20-23;WEDNESDAY;0.14285714285714288
SWISS;20-23;WEDNESDAY;0.14285714285714288
SWISS;20-23;WEDNESDAY;0.14285714285714288
AUSTRIAN;20-23;WEDNESDAY;0.33333333333333337
AIR FRANCE;20-23;WEDNESDAY;0.0
BRUSSELS AIRLINES;20-23;WEDNESDAY;0.2
SWISS;20-23;WEDNESDAY;0.14285714285714288
LUFTHANSA;20-23;WEDNESDAY;0.16666666666666669
IBERIA;20-23;WEDNESDAY;0.0
EASYJET;20-23;WEDNESDAY;0.16176470588235298
KLM ROYAL DUTCH AIRLINES;20-23;WEDNESDAY;0.0
EASYJET;20-23;WEDNESDAY;0.16176470588235298
BRITISH AIRWAYS;20-23;WEDNESDAY;0.125
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
EASYJET;20-23;WEDNESDAY;0.16176470588235298
SWISS;20-23;WEDNESDAY;0.14285714285714288
SWISS;20-23;WEDNESDAY;0.14285714285714288
EASYJET;20-23;WEDNESDAY;0.16176470588235298
ALITALIA;20-23;WEDNESDAY;0.0
LUFTHANSA;20-23;WEDNESDAY;0.16666666666666669
SWISS;20-23;WEDNESDAY;0.14285714285714288
TAP PORTUGAL;20-23;WEDNESDAY;0.0
AIR CHINA;0-11;THURSDAY;0.0
BRUSSELS AIRLINES;0-11;THURSDAY;0.0
UNITED AIRLINES;0-11;THURSDAY;0.0
UNITED AIRLINES;0-11;THURSDAY;0.0
LUXAIR;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
AIR FRANCE;0-11;THURSDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;THURSDAY;0.0
SWISS;0-11;THURSDAY;0.0
LUFTHANSA;0-11;THURSDAY;0.0
EUROWINGS;0-11;THURSDAY;0.0
AUSTRIAN;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
VUELING;0-11;THURSDAY;0.5
LUFTHANSA;0-11;THURSDAY;0.0
ADRIA AIRWAYS;0-11;THURSDAY;NaN
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
SWISS;0-11;THURSDAY;0.0
BRITISH AIRWAYS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
SWISS;0-11;THURSDAY;0.0
AIR FRANCE;0-11;THURSDAY;0.0
EL AL;0-11;THURSDAY;0.0
LOT POLISH AIRLINES;0-11;THURSDAY;0.0
BRITISH AIRWAYS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
LUFTHANSA;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
AIR CANADA;0-11;THURSDAY;0.0
FINNAIR;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
SWISS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
SAS SCANDINAVIAN AIRLINES;0-11;THURSDAY;0.0
AEGEAN AIRLINES;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
BRUSSELS AIRLINES;0-11;THURSDAY;0.0
TURKISH AIRLINES;0-11;THURSDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
ALITALIA;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
BRITISH AIRWAYS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
AIR FRANCE;0-11;THURSDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;THURSDAY;0.0
SWISS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
SWISS;0-11;THURSDAY;0.0
EASYJET;0-11;THURSDAY;0.07142857142857144
EASYJET;0-11;THURSDAY;0.07142857142857144
SWISS;0-11;THURSDAY;0.0
AEROFLOT;0-11;THURSDAY;0.0
SWISS;0-11;THURSDAY;0.0
IBERIA;0-11;THURSDAY;0.0
SAS SCANDINAVIAN AIRLINES;0-11;THURSDAY;0.0
TAP PORTUGAL;0-11;THURSDAY;0.0
VUELING;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
AIR FRANCE;12-15;THURSDAY;0.0
LUFTHANSA;12-15;THURSDAY;0.0
UKRAINE INTERNATIONAL;12-15;THURSDAY;0.0
TAP PORTUGAL;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
EASYJET;12-15;THURSDAY;0.15384615384615385
SWISS;12-15;THURSDAY;0.16666666666666669
EMIRATES;12-15;THURSDAY;0.0
LUFTHANSA;12-15;THURSDAY;0.0
QATAR AIRWAYS;12-15;THURSDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;THURSDAY;0.5
EASYJET;12-15;THURSDAY;0.15384615384615385
AIR FRANCE;12-15;THURSDAY;0.0
SWISS;12-15;THURSDAY;0.16666666666666669
EASYJET;12-15;THURSDAY;0.15384615384615385
PEGASUS;12-15;THURSDAY;0.0
IBERIA;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
BRITISH AIRWAYS;12-15;THURSDAY;0.0
NORWEGIAN;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
SAUDIA;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
AIR ALGERIE;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615385
EASYJET;12-15;THURSDAY;0.15384615384615385
EASYJET;12-15;THURSDAY;0.15384615384615385
EASYJET;12-15;THURSDAY;0.15384615384615385
EASYJET;12-15;THURSDAY;0.15384615384615385
SWISS;12-15;THURSDAY;0.16666666666666669
AER LINGUS;12-15;THURSDAY;0.5
LUFTHANSA;16-19;THURSDAY;0.33333333333333337
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
AIR FRANCE;16-19;THURSDAY;0.0
ROYAL AIR MAROC;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
BRUSSELS AIRLINES;16-19;THURSDAY;0.0
KLM ROYAL DUTCH AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
BRITISH AIRWAYS;16-19;THURSDAY;0.0
LUXAIR;16-19;THURSDAY;0.0
AUSTRIAN;16-19;THURSDAY;0.0
TURKISH AIRLINES;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
ALITALIA;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
LUFTHANSA;16-19;THURSDAY;0.33333333333333337
AIR FRANCE;16-19;THURSDAY;0.0
AIR BALTIC;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
TAP PORTUGAL;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
VUELING;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
IBERIA;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
EASYJET;16-19;THURSDAY;0.16666666666666669
BRITISH AIRWAYS;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
LUFTHANSA;16-19;THURSDAY;0.33333333333333337
BRUSSELS AIRLINES;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
TUNISAIR;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
SWISS;16-19;THURSDAY;0.25
KLM ROYAL DUTCH AIRLINES;16-19;THURSDAY;0.0
LUFTHANSA;16-19;THURSDAY;0.33333333333333337
EASYJET;16-19;THURSDAY;0.16666666666666669
LOT POLISH AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
TAP PORTUGAL;16-19;THURSDAY;0.0
AUSTRIAN;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
LUFTHANSA;16-19;THURSDAY;0.33333333333333337
SAS SCANDINAVIAN AIRLINES;16-19;THURSDAY;0.0
EUROWINGS;16-19;THURSDAY;NaN
AIR FRANCE;16-19;THURSDAY;0.0
EMIRATES;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.25
BRITISH AIRWAYS;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
BRITISH AIRWAYS;20-23;THURSDAY;0.2
BRUSSELS AIRLINES;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
AEROFLOT;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
LUXAIR;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
SWISS;20-23;THURSDAY;0.375
SWISS;20-23;THURSDAY;0.375
SWISS;20-23;THURSDAY;0.375
AUSTRIAN;20-23;THURSDAY;0.0
AIR FRANCE;20-23;THURSDAY;0.5
BRUSSELS AIRLINES;20-23;THURSDAY;0.0
SWISS;20-23;THURSDAY;0.375
IBERIA;20-23;THURSDAY;0.0
LUFTHANSA;20-23;THURSDAY;0.33333333333333337
EASYJET;20-23;THURSDAY;0.2
KLM ROYAL DUTCH AIRLINES;20-23;THURSDAY;0.5
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
BRITISH AIRWAYS;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
SWISS;20-23;THURSDAY;0.375
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
EASYJET;20-23;THURSDAY;0.2
SWISS;20-23;THURSDAY;0.375
